InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordId,ProductName,RateId,SubscriptionId,PricingPlanId,UsageType,Operation,AvailabilityZone,ReservedInstance,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,BlendedCost,UnBlendedRate,UnBlendedCost,ResourceId
"743229228294","874204935371","874204935371","LineItem","24126939295862491587913496","Amazon Elastic Compute Cloud","3062673","67202371","482837","APS1-EBS:VolumeUsage.gp2","CreateVolume-Gp2","","N","$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier","2014-08-01 00:00:00","2014-08-01 01:00:00","0.01344086","0.0000000000","0.00000000","0.0000000000","0.00000000","vol-32639f3c"
